fishing_year,datetime,taxon,status,identification,capture_method,method,target,vessel_size,area,version,latitude,longitude,mitigation_equipment,excluded
2006/2007,2007-02-16 17:00:00+00:00,white-chinned petrel,alive,observer,deck,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.570087836497,-50.9900274086744,,deck
2006/2007,2007-02-16 17:00:00+00:00,white-chinned petrel,alive,photograph,deck,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.564822625858,-51.0082478816155,,deck
2006/2007,2007-02-16 17:00:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.533089288673,-50.9920193280093,,
2006/2007,2007-02-17 02:20:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.500420507253,-48.7097196104936,,
2006/2007,2007-02-17 02:20:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.492265701317,-48.7046812059358,,
2006/2007,2007-02-17 05:45:00+00:00,antarctic prion,alive,imputation,deck,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.366977671441,-50.0906491176225,,deck
2006/2007,2007-02-17 16:20:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.385300682764,-48.6530634999042,,
2006/2007,2007-02-17 16:20:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.413055241131,-48.658909240854,,
2006/2007,2007-02-17 16:20:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.41091751419,-48.6563676250167,,
2006/2007,2007-02-17 23:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.46739313025,-48.6776050113142,,
2006/2007,2007-02-17 23:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.439434207929,-48.7161165462807,,
2006/2007,2007-02-18 03:10:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.33538907608,-48.6581624870189,,
2006/2007,2007-02-18 03:10:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.373992378148,-48.6701327914139,,
2006/2007,2007-02-18 18:00:00+00:00,New Zealand white-capped albatross,dead,observer,lost,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.56319886155,-50.2064000164624,,lost
2006/2007,2007-02-19 01:40:00+00:00,antarctic prion,alive,imputation,deck,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.635337047256,-50.1934986106353,,deck
2006/2007,2007-02-19 02:10:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.271065338259,-50.1835160636809,,
2006/2007,2007-02-19 11:10:00+00:00,New Zealand white-capped albatross,alive,imputation,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.37037357071,-50.0458440772491,,
2006/2007,2007-02-19 16:20:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.54317296166,-50.985067984648,,
2006/2007,2007-02-20 06:40:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.07818678047,-50.2905206408352,,
2006/2007,2007-02-20 17:00:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,167.466425077105,-50.5607430622447,,
2006/2007,2007-02-20 17:00:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,167.436814263836,-50.5441958599258,,
2006/2007,2007-02-20 17:00:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,167.447511556069,-50.5556597846327,,
2006/2007,2007-02-20 23:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.287850660924,-48.6070954165421,,
2006/2007,2007-02-21 09:42:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Hake,43+,Chatham Rise,v20180001,180.553609610861,-43.360372782778,,
2006/2007,2007-02-22 18:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.588603893574,-48.7277474286035,,
2006/2007,2007-02-22 18:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.577164734877,-48.7566351162503,,
2006/2007,2007-02-22 18:40:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,167.232325968333,-50.6229174434207,,
2006/2007,2007-02-23 22:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.622152929055,-48.769773679669,,
2006/2007,2007-02-24 23:40:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.247960240208,-50.0508837402798,,
2006/2007,2007-02-24 23:40:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.263240629714,-50.0408693083096,,
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.28489840047,-34.6461792361457,,deck
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.289874239219,-34.6450482297456,,deck
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.296264810581,-34.6609728499316,,deck
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.304499731329,-34.6274581006262,,deck
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.311306756898,-34.6641322740586,,deck
2006/2007,2007-02-25 02:14:00+00:00,"fulmars, petrels, prions and shearwaters",alive,observer,deck,purse seine,Skipjack tuna,28-43,Northland and Hauraki,v20180001,173.28310934219,-34.662830883381,,deck
2006/2007,2007-02-25 18:15:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.383559423778,-48.6931567984168,,
2006/2007,2007-02-27 02:30:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.378337475075,-48.6748692426365,,
2006/2007,2007-02-27 03:00:00+00:00,New Zealand white-capped albatross,alive,photograph,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.395789539814,-48.6292280349415,,
2006/2007,2007-02-27 16:40:00+00:00,sooty shearwater,alive,observer,net,trawl,Hake,43+,Chatham Rise,v20180001,180.476789058279,-43.3583483527647,,
2006/2007,2007-02-28 12:50:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.362075197254,-50.0049104065401,,
2006/2007,2007-03-01 03:20:00+00:00,New Zealand white-capped albatross,dead,observer,warp or door,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.349650182924,-50.0722950939555,,
2006/2007,2007-03-01 07:40:00+00:00,New Zealand white-capped albatross,decomposed,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.471694627008,-50.0192748803413,,decomposed
2006/2007,2007-03-01 11:55:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.391772575653,-50.0085433210712,,
2006/2007,2007-03-01 13:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.348149194568,-50.1527545583667,,
2006/2007,2007-03-01 13:20:00+00:00,New Zealand sea lion,dead,observer,other,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.33084574095,-50.1725461735623,,
2006/2007,2007-03-01 17:00:00+00:00,New Zealand sea lion,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.49861860096,-48.7435159549117,,
2006/2007,2007-03-01 22:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.721268452844,-48.77841331698,,
2006/2007,2007-03-01 22:00:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.723735612119,-48.8004209026927,,
2006/2007,2007-03-01 22:00:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.701020436967,-48.7928140329663,,
2006/2007,2007-03-02 02:05:00+00:00,New Zealand white-capped albatross,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.988169820071,-48.8415374489734,,
2006/2007,2007-03-03 00:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.098003122793,-48.8449926669477,,
2006/2007,2007-03-03 07:40:00+00:00,Salvin's albatross,alive,observer,net,trawl,Hake,43+,Chatham Rise,v20180001,180.87997583875,-43.3238689935999,,
2006/2007,2007-03-03 12:35:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.370305590099,-49.8792250851635,,
2006/2007,2007-03-03 12:35:00+00:00,southern Buller's albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.357454929175,-49.8971296686214,,
2006/2007,2007-03-03 12:35:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.372068857076,-49.8825414808467,,
2006/2007,2007-03-03 16:50:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.479513547546,-48.7027829228668,,
2006/2007,2007-03-04 22:00:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.126001235191,-48.9549709027167,,
2006/2007,2007-03-07 16:30:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.856648062775,-48.8167302730028,,
2006/2007,2007-03-08 20:25:00+00:00,Unidentified tissue,decomposed,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,167.431896429113,-50.5404451072449,,decomposed
2006/2007,2007-03-08 23:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.325705470587,-48.7954394083004,,
2006/2007,2007-03-10 00:01:00+00:00,sooty shearwater,alive,observer,net,trawl,Hake,43+,Chatham Rise,v20180001,180.850605368195,-43.3400419463171,,
2006/2007,2007-03-10 00:01:00+00:00,sooty shearwater,alive,observer,net,trawl,Hake,43+,Chatham Rise,v20180001,180.838057877705,-43.3535674823215,,
2006/2007,2007-03-10 02:20:00+00:00,sooty shearwater,alive,observer,deck,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.843990558316,-48.8714262205409,,deck
2006/2007,2007-03-10 08:10:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.904784949264,-48.8624525095103,,
2006/2007,2007-03-10 17:15:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.838525536004,-48.8527565315599,,
2006/2007,2007-03-13 08:20:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.18854872568,-50.0414453667123,,
2006/2007,2007-03-13 19:10:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.163818247314,-50.2298032115214,,
2006/2007,2007-03-15 19:50:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,168.538814408332,-47.1875057804631,,
2006/2007,2007-03-15 21:50:00+00:00,black-browed albatrosses,alive,observer,deck,trawl,Hoki,43+,East Coast South Island,v20180001,174.744123403123,-44.0641002522083,,deck
2006/2007,2007-03-15 21:50:00+00:00,sooty shearwater,dead,necropsy,unknown,trawl,Hoki,43+,East Coast South Island,v20180001,174.726476561115,-44.0676777353277,,
2006/2007,2007-03-16 17:45:00+00:00,Cape petrels,alive,observer,deck,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.938855579589,-50.9783437215723,,deck
2006/2007,2007-03-17 10:10:00+00:00,New Zealand white-capped albatross,dead,observer,line,surface longline,Southern bluefin tuna,43+,Stewart Snares Shelf,v20180001,166.189642783022,-48.374885455193,tori,
2006/2007,2007-03-18 17:20:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.563569097873,-50.9894721198594,,
2006/2007,2007-03-18 18:10:00+00:00,white-chinned petrel,dead,photograph,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.754848896223,-50.8926305745496,,
2006/2007,2007-03-19 18:25:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.660115778586,-48.806486738706,,
2006/2007,2007-03-19 18:50:00+00:00,white-chinned petrel,decomposed,imputation,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.516824360285,-50.9854762820993,,decomposed
2006/2007,2007-03-19 18:50:00+00:00,New Zealand sea lion,dead,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.48365351106,-51.0029276099056,,
2006/2007,2007-03-20 09:50:00+00:00,sooty shearwater,alive,observer,line,surface longline,Southern bluefin tuna,43+,Stewart Snares Shelf,v20180001,165.962506210897,-48.3512489544228,tori,
2006/2007,2007-03-22 17:30:00+00:00,New Zealand white-capped albatross,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.743913750001,-48.8177652102895,,
2006/2007,2007-03-25 09:00:00+00:00,large seabirds,alive,imputation,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,164.966079990356,-46.6518549498869,"tori, other",
2006/2007,2007-03-25 10:45:00+00:00,flesh-footed shearwater,alive,observer,line,surface longline,Bigeye tuna,06-17,East Coast North Island,v20180001,178.592647909536,-38.9362592081307,tori,
2006/2007,2007-03-26 00:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Tarakihi,17-28,West Coast South Island,v20180001,171.398602361558,-40.9135969370604,,
2006/2007,2007-03-26 09:30:00+00:00,flesh-footed shearwater,alive,observer,line,surface longline,Bigeye tuna,06-17,East Coast North Island,v20180001,178.68373683251,-38.9739937475417,tori,
2006/2007,2007-03-26 22:08:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Tarakihi,17-28,West Coast South Island,v20180001,171.410220995545,-40.9307427815395,,
2006/2007,2007-03-27 06:30:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Scampi,17-28,Auckland Islands,v20180001,166.813297985704,-50.9526110822568,,
2006/2007,2007-03-27 07:30:00+00:00,Leatherback turtle,alive,observer,line,surface longline,Bigeye tuna,17-28,East Coast North Island,v20180001,177.868901865138,-40.6173432915239,tori,
2006/2007,2007-03-27 14:25:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.065285741957,-48.5248671552166,,
2006/2007,2007-03-27 17:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.753816647222,-48.8745486322092,,
2006/2007,2007-03-27 17:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.760979247931,-48.8645366400015,,
2006/2007,2007-03-27 17:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.755614463775,-48.8576142549049,,
2006/2007,2007-03-27 17:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,166.738319452945,-48.8268076527398,,
2006/2007,2007-03-28 09:41:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,164.920550770941,-47.9435205305228,tori,
2006/2007,2007-03-28 09:41:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,164.876979738148,-47.9503783887485,tori,
2006/2007,2007-03-28 22:55:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.968109391164,-50.7716496990062,,
2006/2007,2007-03-28 22:55:00+00:00,white-chinned petrel,alive,observer,net,trawl,Arrow squid,43+,Auckland Islands,v20180001,166.965919306758,-50.7640164887998,,
2006/2007,2007-03-29 06:15:00+00:00,sooty shearwater,alive,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.166036304808,-48.2787331356201,,
2006/2007,2007-03-30 04:00:00+00:00,black-browed albatrosses,alive,observer,deck,trawl,Hoki,43+,Chatham Rise,v20180001,178.514777497551,-43.8689951784676,,deck
2006/2007,2007-03-30 09:00:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.347163510625,-47.6306430280674,tori,
2006/2007,2007-03-30 09:00:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.359332627244,-47.6744537692983,tori,
2006/2007,2007-03-30 23:05:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,167.453117971611,-48.7330900780158,,
2006/2007,2007-03-31 10:58:00+00:00,flesh-footed shearwater,alive,observer,line,surface longline,Bigeye tuna,06-17,East Coast North Island,v20180001,178.627931227046,-39.5699881882174,tori,
2006/2007,2007-04-01 09:26:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.118105161376,-46.9564467699267,tori,
2006/2007,2007-04-01 09:26:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.124487212161,-46.9618466089014,tori,
2006/2007,2007-04-01 09:26:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.078020791546,-46.96063854862,tori,
2006/2007,2007-04-01 09:26:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.075668208301,-46.9710271126823,tori,
2006/2007,2007-04-01 10:11:00+00:00,northern royal albatross,alive,imputation,line,surface longline,Bigeye tuna,06-17,East Coast North Island,v20180001,178.586214604345,-39.3970850687474,tori,
2006/2007,2007-04-01 10:55:00+00:00,Campbell black-browed albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.113712729025,-45.7668293744558,"tori, other",
2006/2007,2007-04-01 17:30:00+00:00,sooty shearwater,alive,observer,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,167.855688460916,-48.5508880589157,,
2006/2007,2007-04-01 21:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.746824359032,-50.9026886576088,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,167.009005002119,-50.7836662475951,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,167.012454429781,-50.7762459761929,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,167.003187002172,-50.7979293371551,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.980198191083,-50.7798686399125,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,167.015390115813,-50.8216094616568,,
2006/2007,2007-04-02 03:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.99894800731,-50.7841585163958,,
2006/2007,2007-04-02 10:20:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.188144661253,-46.2500046937261,"tori, other",
2006/2007,2007-04-02 10:20:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.219230911252,-46.2572394834366,"tori, other",
2006/2007,2007-04-02 10:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.701820731536,-50.9305316378828,,
2006/2007,2007-04-02 10:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.679005559324,-50.9324668287765,,
2006/2007,2007-04-02 10:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.69790311947,-50.9512826921186,,
2006/2007,2007-04-02 10:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.687265460589,-50.9269588867202,,
2006/2007,2007-04-02 17:30:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.542103519011,-48.0594583643368,,
2006/2007,2007-04-02 18:25:00+00:00,common diving petrel,dead,necropsy,deck,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,166.61203519858,-47.7580669477116,,deck
2006/2007,2007-04-02 22:45:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Tarakihi,17-28,West Coast South Island,v20180001,171.06167856215,-42.2543640212156,,
2006/2007,2007-04-02 22:45:00+00:00,New Zealand white-capped albatross,dead,necropsy,warp or door,trawl,Tarakihi,17-28,West Coast South Island,v20180001,171.064612269588,-42.2339481144678,,
2006/2007,2007-04-03 03:35:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Arrow squid,43+,Stewart Snares Shelf,v20180001,168.702180547942,-47.8821077124216,,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.320792956464,-46.9123665641761,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,observer,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.314487743052,-46.8861018821597,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.284612644278,-46.8998737083515,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.300639079488,-46.8923604346579,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.323306938098,-46.9159335864475,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.277591060195,-46.9234781838022,tori,
2006/2007,2007-04-03 09:18:00+00:00,New Zealand white-capped albatross,alive,photograph,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.284691036819,-46.9030669811182,tori,
2006/2007,2007-04-03 09:18:00+00:00,Gibson's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.28970944162,-46.8889497321798,tori,
2006/2007,2007-04-03 09:18:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.294158670679,-46.920429201657,tori,
2006/2007,2007-04-03 09:18:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.286511069839,-46.8966232339153,tori,
2006/2007,2007-04-03 09:18:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.299004858942,-46.9203742795158,tori,
2006/2007,2007-04-03 09:18:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.293000037409,-46.8850170625374,tori,
2006/2007,2007-04-03 10:05:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.200475521595,-46.2487334366422,"tori, other",
2006/2007,2007-04-03 10:05:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.205060355272,-46.2597774340771,"tori, other",
2006/2007,2007-04-03 10:05:00+00:00,white-chinned petrel,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.211259363987,-46.2420084176585,"tori, other",
2006/2007,2007-04-03 10:05:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.212256602361,-46.247638543928,"tori, other",
2006/2007,2007-04-03 10:05:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.189216313465,-46.2427575929789,"tori, other",
2006/2007,2007-04-03 10:05:00+00:00,southern Buller's albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.188555461261,-46.2602409182116,"tori, other",
2006/2007,2007-04-04 10:10:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.207809492201,-46.6807938133134,"tori, other",
2006/2007,2007-04-04 10:10:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.223149308958,-46.7219230717281,"tori, other",
2006/2007,2007-04-04 11:45:00+00:00,New Zealand fur seal,dead,observer,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,166.697889539995,-48.4875904603628,,
2006/2007,2007-04-04 12:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.194204439991,-51.1419605847914,,
2006/2007,2007-04-04 12:45:00+00:00,sooty shearwater,dead,necropsy,net,trawl,Scampi,17-28,Auckland Islands,v20180001,166.216593357758,-51.1701362257591,,
2006/2007,2007-04-04 21:55:00+00:00,white-chinned petrel,dead,necropsy,net,trawl,Barracouta,43+,Stewart Snares Shelf,v20180001,166.985264652944,-48.5498149384046,,
2006/2007,2007-04-05 11:15:00+00:00,New Zealand white-capped albatross,dead,necropsy,line,surface longline,Southern bluefin tuna,43+,Fiordland,v20180001,165.208457122068,-46.2297313197749,"tori, other",
